File,File.Name,Number.of.observations,population,measure,description,year,elig,race_code,sex_code,adjust,dual,url
"year 18, fltr1&2, racecat 1, sexcat 2",MA_Hosp_Final_long_fltr12_year_18_racecat_1_sexcat_2.csv,7580864,m,h,Hospitalization,18,,1,2,12,,ma_hosp_final_long_18_ac
"year 18, fltr1&2, racecat 1, sexcat all",MA_Hosp_Final_long_fltr12_year_18_racecat_1_sexcat_all.csv,8325405,m,h,Hospitalization,18,,1,.,12,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 2",MA_Hosp_Final_long_fltr34_year_18_racecat_2.csv,9636482,m,h,Hospitalization,18,,2,,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 3",MA_Hosp_Final_long_fltr34_year_18_racecat_3.csv,2245331,m,h,Hospitalization,18,,3,,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 4",MA_Hosp_Final_long_fltr34_year_18_racecat_4.csv,2886332,m,h,Hospitalization,18,,4,,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 5",MA_Hosp_Final_long_fltr34_year_18_racecat_5.csv,6481986,m,h,Hospitalization,18,,5,,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 6",MA_Hosp_Final_long_fltr34_year_18_racecat_6.csv,1088980,m,h,Hospitalization,18,,6,,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat all, sexcat 1",MA_Hosp_Final_long_fltr34_year_18_racecat_all_sexcat_1.csv,7782840,m,h,Hospitalization,18,,.,1,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat all, sexcat 2",MA_Hosp_Final_long_fltr34_year_18_racecat_all_sexcat_2.csv,8116201,m,h,Hospitalization,18,,.,2,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat all, sexcat all",MA_Hosp_Final_long_fltr34_year_18_racecat_all_sexcat_all.csv,8894624,m,h,Hospitalization,18,,.,.,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 1, sexcat 1",MA_Hosp_Final_long_fltr34_year_18_racecat_1_sexcat_1.csv,7099509,m,h,Hospitalization,18,,1,1,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 1, sexcat 2",MA_Hosp_Final_long_fltr34_year_18_racecat_1_sexcat_2.csv,7477616,m,h,Hospitalization,18,,1,2,34,,ma_hosp_final_long_18_ac
"year 18, fltr3&4, racecat 1, sexcat all",MA_Hosp_Final_long_fltr34_year_18_racecat_1_sexcat_all.csv,8229930,m,h,Hospitalization,18,,1,.,34,,ma_hosp_final_long_18_ac
"year 15, fltr1&2, racecat 2",MA_ED_Final_long_fltr12_year_15_racecat_2.csv,9090067,m,e,Emergency Room,15,,2,,12,,ma_ed_final_long_fltr12_year_15_racecat_2
"year 15, fltr1&2, racecat 3",MA_ED_Final_long_fltr12_year_15_racecat_3.csv,2221575,m,e,Emergency Room,15,,3,,12,,ma_ed_final_long_fltr12_year_15_racecat_3
"year 15, fltr1&2, racecat 4",MA_ED_Final_long_fltr12_year_15_racecat_4.csv,2788127,m,e,Emergency Room,15,,4,,12,,ma_ed_final_long_fltr12_year_15_racecat_4
"year 15, fltr1&2, racecat 5",MA_ED_Final_long_fltr12_year_15_racecat_5.csv,5979620,m,e,Emergency Room,15,,5,,12,,ma_ed_final_long_fltr12_year_15_racecat_5
"year 15, fltr1&2, racecat 6",MA_ED_Final_long_fltr12_year_15_racecat_6.csv,1033310,m,e,Emergency Room,15,,6,,12,,ma_ed_final_long_fltr12_year_15_racecat_6
"year 15, fltr1&2, racecat all, sexcat 1",MA_ED_Final_long_fltr12_year_15_racecat_all_sexcat_1.csv,7470969,m,e,Emergency Room,15,,.,1,12,,ma_ed_final_long_fltr12_year_15_racecat_all_sexcat_1
"year 15, fltr1&2, racecat all, sexcat 2",MA_ED_Final_long_fltr12_year_15_racecat_all_sexcat_2.csv,7844091,m,e,Emergency Room,15,,.,2,12,,ma_ed_final_long_fltr12_year_15_racecat_all_sexcat_2
"year 15, fltr1&2, racecat all, sexcat all",MA_ED_Final_long_fltr12_year_15_racecat_all_sexcat_all.csv,8641454,m,e,Emergency Room,15,,.,.,12,,ma_ed_final_long_fltr12_year_15_racecat_all_sexcat_all
"year 15, fltr1&2, racecat 1, dual 0",MA_ED_Final_long_fltr12_year_15_racecat_1_dual_0.csv,8307560,m,e,Emergency Room,15,,1,,12,0,ma_ed_final_long_fltr12_year_15_racecat_1_dual_0
"year 15, fltr1&2, racecat 1, dual 1",MA_ED_Final_long_fltr12_year_15_racecat_1_dual_1.csv,5165785,m,e,Emergency Room,15,,1,,12,1,ma_ed_final_long_fltr12_year_15_racecat_1_dual_1
"year 15, fltr1&2, racecat 1, dual all",MA_ED_Final_long_fltr12_year_15_racecat_1_dual_all.csv,8531557,m,e,Emergency Room,15,,1,,12,.,ma_ed_final_long_fltr12_year_15_racecat_1_dual_all
"year 15, fltr3&4, racecat 2",MA_ED_Final_long_fltr34_year_15_racecat_2.csv,8711856,m,e,Emergency Room,15,,2,,34,,ma_ed_final_long_fltr34_year_15_racecat_2
"year 15, fltr3&4, racecat 3",MA_ED_Final_long_fltr34_year_15_racecat_3.csv,2090402,m,e,Emergency Room,15,,3,,34,,ma_ed_final_long_fltr34_year_15_racecat_3
"year 15, fltr3&4, racecat 4",MA_ED_Final_long_fltr34_year_15_racecat_4.csv,2572643,m,e,Emergency Room,15,,4,,34,,ma_ed_final_long_fltr34_year_15_racecat_4
"year 15, fltr3&4, racecat 5",MA_ED_Final_long_fltr34_year_15_racecat_5.csv,5603322,m,e,Emergency Room,15,,5,,34,,ma_ed_final_long_fltr34_year_15_racecat_5
"year 15, fltr3&4, racecat 6",MA_ED_Final_long_fltr34_year_15_racecat_6.csv,946574,m,e,Emergency Room,15,,6,,34,,ma_ed_final_long_fltr34_year_15_racecat_6
"year 15, fltr3&4, racecat all, sexcat 1",MA_ED_Final_long_fltr34_year_15_racecat_all_sexcat_1.csv,7474098,m,e,Emergency Room,15,,.,1,34,,ma_ed_final_long_fltr34_year_15_racecat_all_sexcat_1
"year 15, fltr3&4, racecat all, sexcat 2",MA_ED_Final_long_fltr34_year_15_racecat_all_sexcat_2.csv,7839072,m,e,Emergency Room,15,,.,2,34,,ma_ed_final_long_fltr34_year_15_racecat_all_sexcat_2
"year 15, fltr3&4, racecat all, sexcat all",MA_ED_Final_long_fltr34_year_15_racecat_all_sexcat_all.csv,8629518,m,e,Emergency Room,15,,.,.,34,,ma_ed_final_long_fltr34_year_15_racecat_all_sexcat_all
"year 15, fltr3&4, racecat 1, dual 0",MA_ED_Final_long_fltr34_year_15_racecat_1_dual_0.csv,8279555,m,e,Emergency Room,15,,1,,34,0,ma_ed_final_long_fltr34_year_15_racecat_1_dual_0
"year 15, fltr3&4, racecat 1, dual 1",MA_ED_Final_long_fltr34_year_15_racecat_1_dual_1.csv,5226672,m,e,Emergency Room,15,,1,,34,1,ma_ed_final_long_fltr34_year_15_racecat_1_dual_1
"year 15, fltr3&4, racecat 1, dual all",MA_ED_Final_long_fltr34_year_15_racecat_1_dual_all.csv,8514814,m,e,Emergency Room,15,,1,,34,.,ma_ed_final_long_fltr34_year_15_racecat_1_dual_all
"year 16, fltr1&2, racecat 2",MA_ED_Final_long_fltr12_year_16_racecat_2.csv,9433756,m,e,Emergency Room,16,,2,,12,,ma_ed_final_long_fltr12_year_16_racecat_2
"year 16, fltr1&2, racecat 3",MA_ED_Final_long_fltr12_year_16_racecat_3.csv,2296006,m,e,Emergency Room,16,,3,,12,,ma_ed_final_long_fltr12_year_16_racecat_3
"year 16, fltr1&2, racecat 4",MA_ED_Final_long_fltr12_year_16_racecat_4.csv,2950205,m,e,Emergency Room,16,,4,,12,,ma_ed_final_long_fltr12_year_16_racecat_4
"year 16, fltr1&2, racecat 5",MA_ED_Final_long_fltr12_year_16_racecat_5.csv,6269031,m,e,Emergency Room,16,,5,,12,,ma_ed_final_long_fltr12_year_16_racecat_5
"year 16, fltr1&2, racecat 6",MA_ED_Final_long_fltr12_year_16_racecat_6.csv,1087770,m,e,Emergency Room,16,,6,,12,,ma_ed_final_long_fltr12_year_16_racecat_6
"year 16, fltr1&2, racecat all, sexcat 1",MA_ED_Final_long_fltr12_year_16_racecat_all_sexcat_1.csv,7614624,m,e,Emergency Room,16,,.,1,12,,ma_ed_final_long_fltr12_year_16_racecat_all_sexcat_1
"year 16, fltr1&2, racecat all, sexcat 2",MA_ED_Final_long_fltr12_year_16_racecat_all_sexcat_2.csv,7967610,m,e,Emergency Room,16,,.,2,12,,ma_ed_final_long_fltr12_year_16_racecat_all_sexcat_2
"year 16, fltr1&2, racecat all, sexcat all",MA_ED_Final_long_fltr12_year_16_racecat_all_sexcat_all.csv,8755644,m,e,Emergency Room,16,,.,.,12,,ma_ed_final_long_fltr12_year_16_racecat_all_sexcat_all
"year 16, fltr1&2, racecat 1, dual 0",MA_ED_Final_long_fltr12_year_16_racecat_1_dual_0.csv,8388317,m,e,Emergency Room,16,,1,,12,0,ma_ed_final_long_fltr12_year_16_racecat_1_dual_0
"year 16, fltr1&2, racecat 1, dual 1",MA_ED_Final_long_fltr12_year_16_racecat_1_dual_1.csv,5355793,m,e,Emergency Room,16,,1,,12,1,ma_ed_final_long_fltr12_year_16_racecat_1_dual_1
"year 16, fltr1&2, racecat 1, dual all",MA_ED_Final_long_fltr12_year_16_racecat_1_dual_all.csv,8615929,m,e,Emergency Room,16,,1,,12,.,ma_ed_final_long_fltr12_year_16_racecat_1_dual_all
"year 16, fltr3&4, racecat 2",MA_ED_Final_long_fltr34_year_16_racecat_2.csv,9020879,m,e,Emergency Room,16,,2,,34,,ma_ed_final_long_fltr34_year_16_racecat_2
"year 16, fltr3&4, racecat 3",MA_ED_Final_long_fltr34_year_16_racecat_3.csv,2172547,m,e,Emergency Room,16,,3,,34,,ma_ed_final_long_fltr34_year_16_racecat_3
"year 16, fltr3&4, racecat 4",MA_ED_Final_long_fltr34_year_16_racecat_4.csv,2716043,m,e,Emergency Room,16,,4,,34,,ma_ed_final_long_fltr34_year_16_racecat_4
"year 16, fltr3&4, racecat 5",MA_ED_Final_long_fltr34_year_16_racecat_5.csv,5883588,m,e,Emergency Room,16,,5,,34,,ma_ed_final_long_fltr34_year_16_racecat_5
"year 16, fltr3&4, racecat 6",MA_ED_Final_long_fltr34_year_16_racecat_6.csv,996331,m,e,Emergency Room,16,,6,,34,,ma_ed_final_long_fltr34_year_16_racecat_6
"year 16, fltr3&4, racecat all, sexcat 1",MA_ED_Final_long_fltr34_year_16_racecat_all_sexcat_1.csv,7609462,m,e,Emergency Room,16,,.,1,34,,ma_ed_final_long_fltr34_year_16_racecat_all_sexcat_1
"year 16, fltr3&4, racecat all, sexcat 2",MA_ED_Final_long_fltr34_year_16_racecat_all_sexcat_2.csv,7948898,m,e,Emergency Room,16,,.,2,34,,ma_ed_final_long_fltr34_year_16_racecat_all_sexcat_2
"year 16, fltr3&4, racecat all, sexcat all",MA_ED_Final_long_fltr34_year_16_racecat_all_sexcat_all.csv,8739390,m,e,Emergency Room,16,,.,.,34,,ma_ed_final_long_fltr34_year_16_racecat_all_sexcat_all
"year 16, fltr3&4, racecat 1, dual 0",MA_ED_Final_long_fltr34_year_16_racecat_1_dual_0.csv,8353059,m,e,Emergency Room,16,,1,,34,0,ma_ed_final_long_fltr34_year_16_racecat_1_dual_0
"year 16, fltr3&4, racecat 1, dual 1",MA_ED_Final_long_fltr34_year_16_racecat_1_dual_1.csv,5412885,m,e,Emergency Room,16,,1,,34,1,ma_ed_final_long_fltr34_year_16_racecat_1_dual_1
"year 16, fltr3&4, racecat 1, dual all",MA_ED_Final_long_fltr34_year_16_racecat_1_dual_all.csv,8592392,m,e,Emergency Room,16,,1,,34,.,ma_ed_final_long_fltr34_year_16_racecat_1_dual_all
"year 17, fltr1&2, racecat 2",MA_ED_Final_long_fltr12_year_17_racecat_2.csv,9819111,m,e,Emergency Room,17,,2,,12,,ma_ed_final_long_fltr12_year_17_racecat_2
"year 17, fltr1&2, racecat 3",MA_ED_Final_long_fltr12_year_17_racecat_3.csv,2392521,m,e,Emergency Room,17,,3,,12,,ma_ed_final_long_fltr12_year_17_racecat_3
"year 17, fltr1&2, racecat 4",MA_ED_Final_long_fltr12_year_17_racecat_4.csv,3124912,m,e,Emergency Room,17,,4,,12,,ma_ed_final_long_fltr12_year_17_racecat_4
"year 17, fltr1&2, racecat 5",MA_ED_Final_long_fltr12_year_17_racecat_5.csv,6652898,m,e,Emergency Room,17,,5,,12,,ma_ed_final_long_fltr12_year_17_racecat_5
"year 17, fltr1&2, racecat 6",MA_ED_Final_long_fltr12_year_17_racecat_6.csv,1175706,m,e,Emergency Room,17,,6,,12,,ma_ed_final_long_fltr12_year_17_racecat_6
"year 17, fltr1&2, racecat all, sexcat 1",MA_ED_Final_long_fltr12_year_17_racecat_all_sexcat_1.csv,7764827,m,e,Emergency Room,17,,.,1,12,,ma_ed_final_long_fltr12_year_17_racecat_all_sexcat_1
"year 17, fltr1&2, racecat all, sexcat 2",MA_ED_Final_long_fltr12_year_17_racecat_all_sexcat_2.csv,8112262,m,e,Emergency Room,17,,.,2,12,,ma_ed_final_long_fltr12_year_17_racecat_all_sexcat_2
"year 17, fltr1&2, racecat all, sexcat all",MA_ED_Final_long_fltr12_year_17_racecat_all_sexcat_all.csv,8884269,m,e,Emergency Room,17,,.,.,12,,ma_ed_final_long_fltr12_year_17_racecat_all_sexcat_all
"year 17, fltr1&2, racecat 1, dual 0",MA_ED_Final_long_fltr12_year_17_racecat_1_dual_0.csv,8501248,m,e,Emergency Room,17,,1,,12,0,ma_ed_final_long_fltr12_year_17_racecat_1_dual_0
"year 17, fltr1&2, racecat 1, dual 1",MA_ED_Final_long_fltr12_year_17_racecat_1_dual_1.csv,5552900,m,e,Emergency Room,17,,1,,12,1,ma_ed_final_long_fltr12_year_17_racecat_1_dual_1
"year 17, fltr1&2, racecat 1, dual all",MA_ED_Final_long_fltr12_year_17_racecat_1_dual_all.csv,8723073,m,e,Emergency Room,17,,1,,12,.,ma_ed_final_long_fltr12_year_17_racecat_1_dual_all
"year 17, fltr3&4, racecat 2",MA_ED_Final_long_fltr34_year_17_racecat_2.csv,9389003,m,e,Emergency Room,17,,2,,34,,ma_ed_final_long_fltr34_year_17_racecat_2
"year 17, fltr3&4, racecat 3",MA_ED_Final_long_fltr34_year_17_racecat_3.csv,2275706,m,e,Emergency Room,17,,3,,34,,ma_ed_final_long_fltr34_year_17_racecat_3
"year 17, fltr3&4, racecat 4",MA_ED_Final_long_fltr34_year_17_racecat_4.csv,2875293,m,e,Emergency Room,17,,4,,34,,ma_ed_final_long_fltr34_year_17_racecat_4
"year 17, fltr3&4, racecat 5",MA_ED_Final_long_fltr34_year_17_racecat_5.csv,6285832,m,e,Emergency Room,17,,5,,34,,ma_ed_final_long_fltr34_year_17_racecat_5
"year 17, fltr3&4, racecat 6",MA_ED_Final_long_fltr34_year_17_racecat_6.csv,1081504,m,e,Emergency Room,17,,6,,34,,ma_ed_final_long_fltr34_year_17_racecat_6
"year 17, fltr3&4, racecat all, sexcat 1",MA_ED_Final_long_fltr34_year_17_racecat_all_sexcat_1.csv,7755579,m,e,Emergency Room,17,,.,1,34,,ma_ed_final_long_fltr34_year_17_racecat_all_sexcat_1
"year 17, fltr3&4, racecat all, sexcat 2",MA_ED_Final_long_fltr34_year_17_racecat_all_sexcat_2.csv,8091135,m,e,Emergency Room,17,,.,2,34,,ma_ed_final_long_fltr34_year_17_racecat_all_sexcat_2
"year 17, fltr3&4, racecat all, sexcat all",MA_ED_Final_long_fltr34_year_17_racecat_all_sexcat_all.csv,8861179,m,e,Emergency Room,17,,.,.,34,,ma_ed_final_long_fltr34_year_17_racecat_all_sexcat_all
"year 17, fltr3&4, racecat 1, dual 0",MA_ED_Final_long_fltr34_year_17_racecat_1_dual_0.csv,8460093,m,e,Emergency Room,17,,1,,34,0,ma_ed_final_long_fltr34_year_17_racecat_1_dual_0
"year 17, fltr3&4, racecat 1, dual 1",MA_ED_Final_long_fltr34_year_17_racecat_1_dual_1.csv,5605128,m,e,Emergency Room,17,,1,,34,1,ma_ed_final_long_fltr34_year_17_racecat_1_dual_1
"year 17, fltr3&4, racecat 1, dual all",MA_ED_Final_long_fltr34_year_17_racecat_1_dual_all.csv,8691979,m,e,Emergency Room,17,,1,,34,.,ma_ed_final_long_fltr34_year_17_racecat_1_dual_all
"year 18, fltr1&2, racecat 2",MA_ED_Final_long_fltr12_year_18_racecat_2.csv,10241949,m,e,Emergency Room,18,,2,,12,,ma_ed_final_long_fltr12_year_18_racecat_2
"year 18, fltr1&2, racecat 3",MA_ED_Final_long_fltr12_year_18_racecat_3.csv,2508897,m,e,Emergency Room,18,,3,,12,,ma_ed_final_long_fltr12_year_18_racecat_3
"year 18, fltr1&2, racecat 4",MA_ED_Final_long_fltr12_year_18_racecat_4.csv,3314739,m,e,Emergency Room,18,,4,,12,,ma_ed_final_long_fltr12_year_18_racecat_4
"year 18, fltr1&2, racecat 5",MA_ED_Final_long_fltr12_year_18_racecat_5.csv,7080023,m,e,Emergency Room,18,,5,,12,,ma_ed_final_long_fltr12_year_18_racecat_5
"year 18, fltr1&2, racecat 6",MA_ED_Final_long_fltr12_year_18_racecat_6.csv,1259250,m,e,Emergency Room,18,,6,,12,,ma_ed_final_long_fltr12_year_18_racecat_6
"year 18, fltr1&2, racecat all, sexcat 1",MA_ED_Final_long_fltr12_year_18_racecat_all_sexcat_1.csv,7916825,m,e,Emergency Room,18,,.,1,12,,ma_ed_final_long_fltr12_year_18_racecat_all_sexcat_1
"year 18, fltr1&2, racecat all, sexcat 2",MA_ED_Final_long_fltr12_year_18_racecat_all_sexcat_2.csv,8269064,m,e,Emergency Room,18,,.,2,12,,ma_ed_final_long_fltr12_year_18_racecat_all_sexcat_2
"year 18, fltr1&2, racecat all, sexcat all",MA_ED_Final_long_fltr12_year_18_racecat_all_sexcat_all.csv,9035627,m,e,Emergency Room,18,,.,.,12,,ma_ed_final_long_fltr12_year_18_racecat_all_sexcat_all
"year 18, fltr1&2, racecat 1, dual 0",MA_ED_Final_long_fltr12_year_18_racecat_1_dual_0.csv,8589764,m,e,Emergency Room,18,,1,,12,0,ma_ed_final_long_fltr12_year_18_racecat_1_dual_0
"year 18, fltr1&2, racecat 1, dual 1",MA_ED_Final_long_fltr12_year_18_racecat_1_dual_1.csv,5797970,m,e,Emergency Room,18,,1,,12,1,ma_ed_final_long_fltr12_year_18_racecat_1_dual_1
"year 18, fltr1&2, racecat 1, dual all",MA_ED_Final_long_fltr12_year_18_racecat_1_dual_all.csv,8816630,m,e,Emergency Room,18,,1,,12,.,ma_ed_final_long_fltr12_year_18_racecat_1_dual_all
"year 18, fltr3&4, racecat 2",MA_ED_Final_long_fltr34_year_18_racecat_2.csv,9805523,m,e,Emergency Room,18,,2,,34,,ma_ed_final_long_fltr34_year_18_racecat_2
"year 18, fltr3&4, racecat 3",MA_ED_Final_long_fltr34_year_18_racecat_3.csv,2400277,m,e,Emergency Room,18,,3,,34,,ma_ed_final_long_fltr34_year_18_racecat_3
"year 18, fltr3&4, racecat 4",MA_ED_Final_long_fltr34_year_18_racecat_4.csv,3063842,m,e,Emergency Room,18,,4,,34,,ma_ed_final_long_fltr34_year_18_racecat_4
"year 18, fltr3&4, racecat 5",MA_ED_Final_long_fltr34_year_18_racecat_5.csv,6723244,m,e,Emergency Room,18,,5,,34,,ma_ed_final_long_fltr34_year_18_racecat_5
"year 18, fltr3&4, racecat 6",MA_ED_Final_long_fltr34_year_18_racecat_6.csv,1163909,m,e,Emergency Room,18,,6,,34,,ma_ed_final_long_fltr34_year_18_racecat_6
"year 18, fltr3&4, racecat all, sexcat 1",MA_ED_Final_long_fltr34_year_18_racecat_all_sexcat_1.csv,7906563,m,e,Emergency Room,18,,.,1,34,,ma_ed_final_long_fltr34_year_18_racecat_all_sexcat_1
"year 18, fltr3&4, racecat all, sexcat 2",MA_ED_Final_long_fltr34_year_18_racecat_all_sexcat_2.csv,8251836,m,e,Emergency Room,18,,.,2,34,,ma_ed_final_long_fltr34_year_18_racecat_all_sexcat_2
"year 18, fltr3&4, racecat all, sexcat all",MA_ED_Final_long_fltr34_year_18_racecat_all_sexcat_all.csv,9009633,m,e,Emergency Room,18,,.,.,34,,ma_ed_final_long_fltr34_year_18_racecat_all_sexcat_all
"year 18, fltr3&4, racecat 1, dual 0",MA_ED_Final_long_fltr34_year_18_racecat_1_dual_0.csv,8551495,m,e,Emergency Room,18,,1,,34,0,ma_ed_final_long_fltr34_year_18_racecat_1_dual_0
"year 18, fltr3&4, racecat 1, dual 1",MA_ED_Final_long_fltr34_year_18_racecat_1_dual_1.csv,5848738,m,e,Emergency Room,18,,1,,34,1,ma_ed_final_long_fltr34_year_18_racecat_1_dual_1
"year 18, fltr3&4, racecat 1, dual all",MA_ED_Final_long_fltr34_year_18_racecat_1_dual_all.csv,8789760,m,e,Emergency Room,18,,1,,34,.,ma_ed_final_long_fltr34_year_18_racecat_1_dual_all
"year 15, eligcat 2",MA_Precare_Final_long_year_15_eligcat_2.csv,209499,m,c,Preventive Care,15,2,,,,,ma_precare_final_long_year_15_eligcat_2
"year 15, eligcat 3",MA_Precare_Final_long_year_15_eligcat_3.csv,404247,m,c,Preventive Care,15,3,,,,,ma_precare_final_long_year_15_eligcat_3
"year 15, eligcat all , dual 0",MA_Precare_Final_long_year_15_eligcat_all_dual_0.csv,6454008,m,c,Preventive Care,15,.,,,,0,ma_precare_final_long_year_15_eligcat_all_dual_0
"year 15, eligcat all , dual 1",MA_Precare_Final_long_year_15_eligcat_all_dual_1.csv,4175150,m,c,Preventive Care,15,.,,,,1,ma_precare_final_long_year_15_eligcat_all_dual_1
"year 15, eligcat all , dual all",MA_Precare_Final_long_year_15_eligcat_all_dual_all.csv,6782688,m,c,Preventive Care,15,.,,,,.,ma_precare_final_long_year_15_eligcat_all_dual_all
"year 15, eligcat 0, dual 0",MA_Precare_Final_long_year_15_eligcat_0_dual_0.csv,5334112,m,c,Preventive Care,15,0,,,,0,ma_precare_final_long_year_15_eligcat_0_dual_0
"year 15, eligcat 0, dual 1",MA_Precare_Final_long_year_15_eligcat_0_dual_1.csv,2929395,m,c,Preventive Care,15,0,,,,1,ma_precare_final_long_year_15_eligcat_0_dual_1
"year 15, eligcat 0, dual all",MA_Precare_Final_long_year_15_eligcat_0_dual_all.csv,5515569,m,c,Preventive Care,15,0,,,,.,ma_precare_final_long_year_15_eligcat_0_dual_all
"year 15, eligcat 1, dual 0",MA_Precare_Final_long_year_15_eligcat_1_dual_0.csv,4267201,m,c,Preventive Care,15,1,,,,0,ma_precare_final_long_year_15_eligcat_1_dual_0
"year 15, eligcat 1, dual 1",MA_Precare_Final_long_year_15_eligcat_1_dual_1.csv,3009139,m,c,Preventive Care,15,1,,,,1,ma_precare_final_long_year_15_eligcat_1_dual_1
"year 15, eligcat 1, dual all",MA_Precare_Final_long_year_15_eligcat_1_dual_all.csv,4720873,m,c,Preventive Care,15,1,,,,.,ma_precare_final_long_year_15_eligcat_1_dual_all
"year 16, eligcat 2",MA_Precare_Final_long_year_16_eligcat_2.csv,235623,m,c,Preventive Care,16,2,,,,,ma_precare_final_long_year_16_eligcat_2
"year 16, eligcat 3",MA_Precare_Final_long_year_16_eligcat_3.csv,414046,m,c,Preventive Care,16,3,,,,,ma_precare_final_long_year_16_eligcat_3
"year 16, eligcat all , dual 0",MA_Precare_Final_long_year_16_eligcat_all_dual_0.csv,6566629,m,c,Preventive Care,16,.,,,,0,ma_precare_final_long_year_16_eligcat_all_dual_0
"year 16, eligcat all , dual 1",MA_Precare_Final_long_year_16_eligcat_all_dual_1.csv,4356968,m,c,Preventive Care,16,.,,,,1,ma_precare_final_long_year_16_eligcat_all_dual_1
"year 16, eligcat all , dual all",MA_Precare_Final_long_year_16_eligcat_all_dual_all.csv,6920087,m,c,Preventive Care,16,.,,,,.,ma_precare_final_long_year_16_eligcat_all_dual_all
"year 16, eligcat 0, dual 0",MA_Precare_Final_long_year_16_eligcat_0_dual_0.csv,5436101,m,c,Preventive Care,16,0,,,,0,ma_precare_final_long_year_16_eligcat_0_dual_0
"year 16, eligcat 0, dual 1",MA_Precare_Final_long_year_16_eligcat_0_dual_1.csv,3052978,m,c,Preventive Care,16,0,,,,1,ma_precare_final_long_year_16_eligcat_0_dual_1
"year 16, eligcat 0, dual all",MA_Precare_Final_long_year_16_eligcat_0_dual_all.csv,5624132,m,c,Preventive Care,16,0,,,,.,ma_precare_final_long_year_16_eligcat_0_dual_all
"year 16, eligcat 1, dual 0",MA_Precare_Final_long_year_16_eligcat_1_dual_0.csv,4384925,m,c,Preventive Care,16,1,,,,0,ma_precare_final_long_year_16_eligcat_1_dual_0
"year 16, eligcat 1, dual 1",MA_Precare_Final_long_year_16_eligcat_1_dual_1.csv,3182511,m,c,Preventive Care,16,1,,,,1,ma_precare_final_long_year_16_eligcat_1_dual_1
"year 16, eligcat 1, dual all",MA_Precare_Final_long_year_16_eligcat_1_dual_all.csv,4867988,m,c,Preventive Care,16,1,,,,.,ma_precare_final_long_year_16_eligcat_1_dual_all
"year 17, eligcat 2",MA_Precare_Final_long_year_17_eligcat_2.csv,266090,m,c,Preventive Care,17,2,,,,,ma_precare_final_long_year_17_eligcat_2
"year 17, eligcat 3",MA_Precare_Final_long_year_17_eligcat_3.csv,438097,m,c,Preventive Care,17,3,,,,,ma_precare_final_long_year_17_eligcat_3
"year 17, eligcat all , dual 0",MA_Precare_Final_long_year_17_eligcat_all_dual_0.csv,6712728,m,c,Preventive Care,17,.,,,,0,ma_precare_final_long_year_17_eligcat_all_dual_0
"year 17, eligcat all , dual 1",MA_Precare_Final_long_year_17_eligcat_all_dual_1.csv,4539847,m,c,Preventive Care,17,.,,,,1,ma_precare_final_long_year_17_eligcat_all_dual_1
"year 17, eligcat all , dual all",MA_Precare_Final_long_year_17_eligcat_all_dual_all.csv,7087929,m,c,Preventive Care,17,.,,,,.,ma_precare_final_long_year_17_eligcat_all_dual_all
"year 17, eligcat 0, dual 0",MA_Precare_Final_long_year_17_eligcat_0_dual_0.csv,5554346,m,c,Preventive Care,17,0,,,,0,ma_precare_final_long_year_17_eligcat_0_dual_0
"year 17, eligcat 0, dual 1",MA_Precare_Final_long_year_17_eligcat_0_dual_1.csv,3187128,m,c,Preventive Care,17,0,,,,1,ma_precare_final_long_year_17_eligcat_0_dual_1
"year 17, eligcat 0, dual all",MA_Precare_Final_long_year_17_eligcat_0_dual_all.csv,5755980,m,c,Preventive Care,17,0,,,,.,ma_precare_final_long_year_17_eligcat_0_dual_all
"year 17, eligcat 1, dual 0",MA_Precare_Final_long_year_17_eligcat_1_dual_0.csv,4527569,m,c,Preventive Care,17,1,,,,0,ma_precare_final_long_year_17_eligcat_1_dual_0
"year 17, eligcat 1, dual 1",MA_Precare_Final_long_year_17_eligcat_1_dual_1.csv,3349437,m,c,Preventive Care,17,1,,,,1,ma_precare_final_long_year_17_eligcat_1_dual_1
"year 17, eligcat 1, dual all",MA_Precare_Final_long_year_17_eligcat_1_dual_all.csv,5025771,m,c,Preventive Care,17,1,,,,.,ma_precare_final_long_year_17_eligcat_1_dual_all
"year 18, eligcat 2",MA_Precare_Final_long_year_18_eligcat_2.csv,310573,m,c,Preventive Care,18,2,,,,,ma_precare_final_long_year_18_eligcat_2
"year 18, eligcat 3",MA_Precare_Final_long_year_18_eligcat_3.csv,456738,m,c,Preventive Care,18,3,,,,,ma_precare_final_long_year_18_eligcat_3
